Nucleotide,Family,Genus,Species,Strain,Genotype,Segment,H5 Clade,Subclade,Host Group,Geographic Location,Host Common Name
1603,PQ797660,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-011-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1604,PQ797667,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-010-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1605,PQ797673,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-008-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1606,PQ797680,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-007-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1607,PQ797687,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-006-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1608,PQ797693,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-005-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1609,PQ797700,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031286-003-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1610,PQ797707,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-015-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1611,PQ797713,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-014-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1612,PQ797720,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-013-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1613,PQ797727,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-011-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1614,PQ797733,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-010-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1615,PQ797740,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-009-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1616,PQ797747,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-008-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1617,PQ797753,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-007-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1618,PQ797760,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-005-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1619,PQ797767,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-004-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1620,PQ797773,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-003-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1621,PQ797780,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-031285-001-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Avian,CA,Chicken
1622,PQ797787,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/UT/24-032188-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,UT,Cow
1623,PQ797793,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-029-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1624,PQ797800,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-028-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1625,PQ797807,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-026-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1626,PQ797813,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-025-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1627,PQ797820,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-024-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1628,PQ797827,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-023-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1629,PQ797833,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-021-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1630,PQ797840,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-020-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1631,PQ797847,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-019-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1632,PQ797853,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-018-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1633,PQ797860,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-015-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1634,PQ797867,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-014-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1635,PQ797873,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-012-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1636,PQ797880,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-011-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1637,PQ797887,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-010-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1638,PQ797893,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-008-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1639,PQ797900,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-006-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1640,PQ797907,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-005-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1641,PQ797913,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-003-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1642,PQ797920,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-002-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1643,PQ797927,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/CA/24-031284-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,CA,Turkey
1644,PQ797933,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Emu/CA/24-031663-004-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Avian,CA,Emu
1645,PQ797940,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-033876-002-original/2024,H5N1,8.0,2.3.4.4b,A3,Avian,HI,Duck
1646,PQ797947,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-033876-001-original/2024,H5N1,6.0,2.3.4.4b,A3,Avian,HI,Duck
1647,PQ797953,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Dove/HI/24-033876-005-original/2024,H5N1,4.0,2.3.4.4b,A3,Avian,HI,Dove
1648,PQ797956,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cat/OR/24-037325-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,OR,Cat
1649,PQ797961,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Louisiana/12/2024 Original,H5N1,2.0,2.3.4.4b,D1.1,Human,Louisiana,Human
1650,PQ797966,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Louisiana/12/2024 OR_IR,H5N1,3.0,2.3.4.4b,D1.1,Human,Louisiana,Human
2272,PQ703899,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/UT/24-035260-002-original/2024,H5N1,8.0,2.3.4.4b,D1.1,Avian,UT,Chicken
2273,PQ703907,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/UT/24-035260-001-original/2024,H5N1,4.0,2.3.4.4b,D1.1,Avian,UT,Chicken
2274,PQ703913,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/TN/24-035519-005-original/2024,H5N1,3.0,2.3.4.4b,D1.1,Avian,TN,Chicken
2275,PQ703920,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/TN/24-035519-003-original/2024,H5N1,7.0,2.3.4.4b,D1.1,Avian,TN,Chicken
2276,PQ703927,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/OR/24-035148-002-original/2024,H5N1,3.0,2.3.4.4b,A3,Avian,OR,Chicken
2277,PQ703933,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/OR/24-035148-001-original/2024,H5N1,4.0,2.3.4.4b,A3,Avian,OR,Chicken
2278,PQ703940,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/OK/24-035675-003-original/2024,H5N1,3.0,2.3.4.4b,D1.1,Avian,OK,Chicken
2279,PQ703947,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/OK/24-035675-002-original/2024,H5N1,1.0,2.3.4.4b,D1.1,Avian,OK,Chicken
2280,PQ703953,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/KS/24-035703-002-original/2024,H5N1,6.0,2.3.4.4b,D1.1,Avian,KS,Chicken
2281,PQ703960,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/KS/24-035703-001-original/2024,H5N1,4.0,2.3.4.4b,D1.1,Avian,KS,Chicken
2282,PQ703967,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/AK/24-035126-001-original/2024,H5N1,8.0,2.3.4.4b,D1.1,Avian,AK,Chicken
2283,PQ703980,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-031349-001-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,ID,Cow
2284,PQ703987,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034829-001-original-repeat2/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2285,PQ703993,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034817-002-original-repeat2/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2286,PQ704000,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034815-002-original-repeat2/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2287,PQ704007,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034197-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2288,PQ704013,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032036-002-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2289,PQ704020,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032036-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2290,PQ704027,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-029374-006-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2291,PQ704033,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-029374-005-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2292,PQ704040,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-029374-004-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2293,PQ704047,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-029374-003-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2294,PQ704053,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-029374-001-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2295,PQ704067,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025996-002-original-repeat2/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2296,PQ704073,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025996-001-original-repeat2/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2298,PQ704087,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035932-001-original/2024,H5N1,6.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2299,PQ704093,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035690-002-original/2024,H5N1,5.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2300,PQ704100,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035690-001-original/2024,H5N1,3.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2301,PQ704107,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035687-001-original/2024,H5N1,7.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2302,PQ704113,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035288-003-original/2024,H5N1,6.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2303,PQ704120,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035288-002-original/2024,H5N1,3.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2304,PQ704127,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035288-001-original/2024,H5N1,3.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2305,PQ704133,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035157-003-original/2024,H5N1,7.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2306,PQ704140,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035157-002-original/2024,H5N1,7.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2307,PQ704147,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/SD/24-035157-001-original/2024,H5N1,4.0,2.3.4.4b,D1.1,Avian,SD,Turkey
2308,PQ704153,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/ND/24-035295-001-original/2024,H5N1,1.0,2.3.4.4b,D1.1,Avian,ND,Turkey
2315,PQ704200,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Tiger/ID/24-035868-001-original/2024,H5N1,4.0,2.3.4.4b,D1.1,Nonhuman Mammal,ID,Tiger
2316,PQ704207,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Mountain Lion/WA/24-035907-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,WA,Mountain lion
2317,PQ704213,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-034987-010-original/2024,H5N1,8.0,2.3.4.4b,A3,Avian,HI,Duck
2318,PQ704220,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-034987-008-original/2024,H5N1,5.0,2.3.4.4b,A3,Avian,HI,Duck
2319,PQ704227,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-034987-005-original/2024,H5N1,5.0,2.3.4.4b,A3,Avian,HI,Duck
2320,PQ704233,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-034987-004-original/2024,H5N1,2.0,2.3.4.4b,A3,Avian,HI,Duck
2321,PQ704240,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-034986-001-original/2024,H5N1,8.0,2.3.4.4b,A3,Avian,HI,Duck
2322,PQ704247,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/HI/24-034985-001-original/2024,H5N1,6.0,2.3.4.4b,A3,Avian,HI,Duck
2323,PQ704273,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/LA/24-037801-003-original/2024,H5N1,7.0,2.3.4.4b,D1.1,Avian,LA,Chicken
2324,PQ704280,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/LA/24-037801-002-original/2024,H5N1,5.0,2.3.4.4b,D1.1,Avian,LA,Chicken
2325,PQ704287,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/LA/24-037801-001-original/2024,H5N1,4.0,2.3.4.4b,D1.1,Avian,LA,Chicken
2326,PQ704293,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/LA/24-037003-001-original/2024,H5N1,2.0,2.3.4.4b,D1.1,Avian,LA,Chicken
2327,PQ704294,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/goose/WA/24-033829-001-original/2024,H5N1,8.0,2.3.4.4b,D1.1,Avian,WA,Goose
2328,PQ704304,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/WA/24-034062-001-original/2024,H5N1,1.0,2.3.4.4b,D1.1,Avian,WA,Chicken
2329,PQ704311,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/SD/24-033963-001-original/2024,H5N1,5.0,2.3.4.4b,D1.1,Avian,SD,Chicken
2330,PQ704318,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/OK/24-034639-002-original/2024,H5N1,5.0,2.3.4.4b,D1.1,Avian,OK,Chicken
2331,PQ704325,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/OK/24-034639-001-original/2024,H5N1,2.0,2.3.4.4b,D1.1,Avian,OK,Chicken
2332,PQ704332,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/ID/24-034633-002-original-repeat/2024,H5N1,8.0,2.3.4.4b,A3,Avian,ID,Chicken
2333,PQ704338,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/ID/24-034633-001-original-repeat/2024,H5N1,5.0,2.3.4.4b,A3,Avian,ID,Chicken
2334,PQ704344,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-034655-001-original/2024,H5N1,5.0,2.3.4.4b,D1.1,Avian,CA,Chicken
2335,PQ704351,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-034441-003-original/2024,H5N1,3.0,2.3.4.4b,D1.1,Avian,CA,Chicken
2336,PQ704358,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/CA/24-034441-001-original/2024,H5N1,1.0,2.3.4.4b,D1.1,Avian,CA,Chicken
2337,PQ704365,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/AZ/24-034642-004-original/2024,H5N1,6.0,2.3.4.4b,D1.1,Avian,AZ,Chicken
2338,PQ704372,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/AZ/24-034642-003-original/2024,H5N1,4.0,2.3.4.4b,D1.1,Avian,AZ,Chicken
2339,PQ704378,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/AK/24-034057-004-original/2024,H5N1,2.0,2.3.4.4b,D1.1,Avian,AK,Chicken
2340,PQ704384,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/AK/24-034057-002-original/2024,H5N1,8.0,2.3.4.4b,D1.1,Avian,AK,Chicken
2341,PQ704391,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/chicken/AK/24-034057-001-original/2024,H5N1,6.0,2.3.4.4b,D1.1,Avian,AK,Chicken
2342,PQ704398,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/UT/24-034801-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,UT,Cow
2343,PQ704405,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034697-002-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2344,PQ704412,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034643-002-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2345,PQ704418,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034426-003-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2346,PQ704424,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034237-002-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2347,PQ704431,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034237-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2348,PQ704438,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034199-002-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2349,PQ704445,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-034199-001-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2350,PQ704452,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-033488-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2351,PQ704458,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-033209-002-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2352,PQ704464,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032778-002-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2353,PQ704471,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032626-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2354,PQ704478,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032034-002-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2355,PQ704485,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032034-001-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2356,PQ704492,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-032033-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2357,PQ704498,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-031626-004-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2358,PQ704504,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-031626-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2359,PQ704511,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-031322-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2360,PQ704518,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-031310-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
2361,PQ704525,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-031162-002-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,CA,Cow
